DATE,yhat_lower,yhat_upper,CC Volume
2018-12-01,63.579387229883174,155.18941576096063,99.58549078950573
2018-12-02,43.51152246862803,102.36006445859087,67.38849419346761
2018-12-03,376.33527959530255,884.6035854370438,586.319094841454
2018-12-04,385.1512934439013,892.2498790407053,594.6805204307732
2018-12-05,371.4441147554482,893.9464577581612,577.4265851890004
2018-12-06,350.7067358413902,840.4423509088473,553.7054309726245
2018-12-07,365.2104347342341,853.9898842532832,545.5260501884828
2018-12-08,67.44090912353147,170.8086997654837,106.85707286906424
2018-12-09,45.01502234655171,110.38554865336475,70.94594398634169
2018-12-10,387.34601983035566,964.6637186466147,604.0606712446217
2018-12-11,382.72822710174125,924.5154272302048,598.3140049999589
2018-12-12,358.28308770890027,878.2459536961318,566.4822993355813
2018-12-13,344.2145409604407,817.4510698556597,529.2110701616048
2018-12-14,333.8839744130876,782.8344806765651,507.84036350031215
2018-12-15,62.0987444415836,152.50258857597103,96.93219304224398
2018-12-16,39.665929827934846,97.96745982864677,62.78061755801828
2018-12-17,348.82009142564124,806.3838176532576,522.3619411844946
2018-12-18,319.04877978084323,786.8500224873206,506.7990018083278
2018-12-19,300.77763997046753,722.354930331901,471.3795361538319
2018-12-20,281.16738297635715,694.3946537733025,434.07332644457216
2018-12-21,274.7709701468089,645.3427545569566,412.1523835352681
